1;10138;test5;0;7
2;10138;test5;0;7
3;10138;test5;0;7
4;10138;test5;0;7
5;10138;test5;0;7
6;10138;test5;0;7
7;10138;test5;0;7
8;10138;test5;0;7
9;10138;test5;0;7
10;10138;test5;2;7
11;10138;test5;5;7
12;10138;test5;5;7
13;10138;test5;13;7
14;10138;test5;5;7
15;10138;test5;0;7
16;10138;test5;0;7
17;10138;test5;0;7
18;10138;test5;0;7
19;10138;test5;0;7
20;10138;test5;7;7
21;10138;test5;3;7
22;10138;test5;0;7
23;10138;test5;1;7
24;10138;test5;7;7
25;10138;test5;7;7
26;10138;test5;5;7
27;10138;test5;15;7
28;10138;test5;10;7
29;10138;test5;0;7
30;10138;test5;8;7
31;10138;test5;24;7
1;10609;test3;0;5
2;10609;test3;0;5
3;10609;test3;0;5
4;10609;test3;4;5
5;10609;test3;0;5
6;10609;test3;0;5
7;10609;test3;0;5
8;10609;test3;0;5
9;10609;test3;2;5
10;10609;test3;2;5
11;10609;test3;1;5
12;10609;test3;4;5
13;10609;test3;4;5
14;10609;test3;0;5
15;10609;test3;0;5
16;10609;test3;0;5
17;10609;test3;7;5
18;10609;test3;10;5
19;10609;test3;15;5
20;10609;test3;3;5
21;10609;test3;10;5
22;10609;test3;0;5
23;10609;test3;3;5
24;10609;test3;15;5
25;10609;test3;13;5
26;10609;test3;14;5
27;10609;test3;20;5
28;10609;test3;6;5
29;10609;test3;0;5
30;10609;test3;11;5
31;10609;test3;13;5
1;10629;test1;0;3
2;10629;test1;0;3
3;10629;test1;3;3
4;10629;test1;3;3
5;10629;test1;0;3
6;10629;test1;5;3
7;10629;test1;2;3
8;10629;test1;0;3
9;10629;test1;0;3
10;10629;test1;0;3
11;10629;test1;7;3
12;10629;test1;2;3
13;10629;test1;2;3
14;10629;test1;18;3
15;10629;test1;0;3
16;10629;test1;4;3
17;10629;test1;14;3
18;10629;test1;5;3
19;10629;test1;0;3
20;10629;test1;0;3
21;10629;test1;0;3
22;10629;test1;0;3
23;10629;test1;3;3
24;10629;test1;6;3
25;10629;test1;2;3
26;10629;test1;8;3
27;10629;test1;12;3
28;10629;test1;8;3
29;10629;test1;0;3
30;10629;test1;7;3
31;10629;test1;10;3
1;10809;test2;0;4
2;10809;test2;0;4
3;10809;test2;7;4
4;10809;test2;0;4
5;10809;test2;0;4
6;10809;test2;0;4
7;10809;test2;0;4
8;10809;test2;0;4
9;10809;test2;1;4
10;10809;test2;2;4
11;10809;test2;1;4
12;10809;test2;3;4
13;10809;test2;4;4
14;10809;test2;1;4
15;10809;test2;0;4
16;10809;test2;3;4
17;10809;test2;5;4
18;10809;test2;9;4
19;10809;test2;2;4
20;10809;test2;3;4
21;10809;test2;4;4
22;10809;test2;0;4
23;10809;test2;0;4
24;10809;test2;1;4
25;10809;test2;3;4
26;10809;test2;1;4
27;10809;test2;0;4
28;10809;test2;0;4
29;10809;test2;0;4
30;10809;test2;2;4
31;10809;test2;4;4
1;10861;test16;0;18
2;10861;test16;0;18
3;10861;test16;0;18
4;10861;test16;0;18
5;10861;test16;0;18
6;10861;test16;0;18
7;10861;test16;0;18
8;10861;test16;0;18
9;10861;test16;0;18
10;10861;test16;0;18
11;10861;test16;0;18
12;10861;test16;0;18
13;10861;test16;0;18
14;10861;test16;0;18
15;10861;test16;0;18
